Season,ID,Name,Age,PuertoRico,PlusSize,Place,Start,End,Out,Wins,Highs,Lows,Lipsyncs,Comedy,Pageant ,SnatchGameWin
5,51,Detox,27,0,0,4,7,8,0,1,1,,1,,,
5,51,Detox,27,0,0,4,8,9,0,1,1,1,1,,,
5,51,Detox,27,0,0,4,9,10,0,1,1,1,2,,,
5,51,Detox,27,0,0,4,10,11,1,1,1,1,3,,,
5,52,Ivy Winters,26,0,0,7,0,1,0,,1,,,,,
5,52,Ivy Winters,26,0,0,7,1,2,0,,2,,,,,
5,52,Ivy Winters,26,0,0,7,2,3,0,,2,,,,,
5,52,Ivy Winters,26,0,0,7,3,4,0,,3,,,,,
5,52,Ivy Winters,26,0,0,7,4,5,0,,3,1,,,,
5,52,Ivy Winters,26,0,0,7,5,6,0,1,3,1,,,,
5,52,Ivy Winters,26,0,0,7,6,7,0,1,3,2,,,,
5,52,Ivy Winters,26,0,0,7,7,8,1,1,3,2,1,,,
5,53,Jinkx Monsoon,24,0,0,1,0,1,0,,,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,1,2,0,,,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,2,3,0,,1,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,3,4,0,,2,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,4,5,0,1,2,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,5,6,0,1,3,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,6,7,0,1,4,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,7,8,0,1,5,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,8,9,0,2,5,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,9,10,0,2,6,,,1,,1
5,53,Jinkx Monsoon,24,0,0,1,10,11,0,2,6,,1,1,,1
5,54,Roxxxy Andrews,29,0,0,3,0,1,0,1,,,,,1,
5,54,Roxxxy Andrews,29,0,0,3,1,2,0,1,,,,,1,
5,54,Roxxxy Andrews,29,0,0,3,2,3,0,1,1,,,,1,
5,54,Roxxxy Andrews,29,0,0,3,3,4,0,1,1,,,,1,
5,54,Roxxxy Andrews,29,0,0,3,4,5,0,1,2,1,,,1,
5,54,Roxxxy Andrews,29,0,0,3,5,6,0,1,3,1,,,1,
5,54,Roxxxy Andrews,29,0,0,3,6,7,0,1,3,1,1,,1,
5,54,Roxxxy Andrews,29,0,0,3,7,8,0,1,3,2,1,,1,
5,54,Roxxxy Andrews,29,0,0,3,8,9,0,1,4,2,1,,1,
5,54,Roxxxy Andrews,29,0,0,3,9,10,0,2,4,2,1,,1,
5,54,Roxxxy Andrews,29,0,0,3,10,11,0,2,5,2,1,,1,
5,55,Jade Jolie,25,0,0,8,0,1,0,,,1,,,,
5,55,Jade Jolie,25,0,0,8,1,2,0,,,1,,,,
5,55,Jade Jolie,25,0,0,8,2,3,0,,,1,,,,
5,55,Jade Jolie,25,0,0,8,3,4,0,,,1,,,,
5,55,Jade Jolie,25,0,0,8,4,5,0,,,1,,,,
5,55,Jade Jolie,25,0,0,8,5,6,1,,,1,1,,,
5,56,Lineysha Sparx,24,1,0,9,0,1,0,,1,,,,,
5,56,Lineysha Sparx,24,1,0,9,1,2,0,1,1,,,,,
5,56,Lineysha Sparx,24,1,0,9,2,3,0,1,1,,,,,
5,56,Lineysha Sparx,24,1,0,9,3,4,0,1,1,,,,,
5,56,Lineysha Sparx,24,1,0,9,4,5,1,1,1,,1,,,
5,57,Honey Mahogany,29,0,0,10,0,1,0,,,,,,,
5,57,Honey Mahogany,29,0,0,10,1,2,0,,1,,,,,
5,57,Honey Mahogany,29,0,0,10,2,3,0,,1,,,,,
5,57,Honey Mahogany,29,0,0,10,3,4,1,,1,,1,,,
5,58,Vivienne Pinay,26,0,0,11,0,1,0,,,,,,,
5,58,Vivienne Pinay,26,0,0,11,1,2,0,,1,,,,,
5,58,Vivienne Pinay,26,0,0,11,2,3,0,,1,1,,,,
5,58,Vivienne Pinay,26,0,0,11,3,4,1,,1,1,1,,,
5,59,Monica Beverly Hillz,27,0,0,12,0,1,0,,,,,,,
5,59,Monica Beverly Hillz,27,0,0,12,1,2,0,,,,1,,,
5,59,Monica Beverly Hillz,27,0,0,12,2,3,1,,,,2,,,
5,60,Serena ChaCha,21,0,0,13,0,1,0,,,,1,,,
5,60,Serena ChaCha,21,0,0,13,1,2,1,,,,2,,,
5,61,Penny Traition,39,0,1,14,0,1,1,,,,1,,,
6,62,Bianca Del Rio,37,0,0,1,1,2,0,1,,,,1,,
6,62,Bianca Del Rio,37,0,0,1,2,3,0,1,1,,,1,,
6,62,Bianca Del Rio,37,0,0,1,3,4,0,1,1,,,1,,
6,62,Bianca Del Rio,37,0,0,1,4,5,0,1,2,,,1,,
6,62,Bianca Del Rio,37,0,0,1,5,6,0,1,3,,,1,,
6,62,Bianca Del Rio,37,0,0,1,6,7,0,1,4,,,1,,
6,62,Bianca Del Rio,37,0,0,1,7,8,0,2,4,,,1,,
6,62,Bianca Del Rio,37,0,0,1,8,9,0,2,4,,,1,,
6,62,Bianca Del Rio,37,0,0,1,9,10,0,3,4,,,1,,
6,62,Bianca Del Rio,37,0,0,1,10,11,0,3,4,,,1,,
6,62,Bianca Del Rio,37,0,0,1,11,12,0,3,4,,,1,,
6,62,Bianca Del Rio,37,0,0,1,12,13,0,3,4,,,1,,
6,63,Adore Delano,23,0,0,2,0,1,0,,,1,,,,
6,63,Adore Delano,23,0,0,2,2,3,0,,,2,,,,
6,63,Adore Delano,23,0,0,2,3,4,0,,1,2,,,,
6,63,Adore Delano,23,0,0,2,4,5,0,,2,2,,,,
6,63,Adore Delano,23,0,0,2,5,6,0,1,2,2,,,,
6,63,Adore Delano,23,0,0,2,6,7,0,2,2,2,,,,
6,63,Adore Delano,23,0,0,2,7,8,0,2,2,2,,,,
6,63,Adore Delano,23,0,0,2,8,9,0,2,2,2,1,,,
6,63,Adore Delano,23,0,0,2,9,10,0,2,2,2,2,,,
6,63,Adore Delano,23,0,0,2,10,11,0,3,2,2,2,,,
6,63,Adore Delano,23,0,0,2,11,12,0,3,2,2,2,,,
6,63,Adore Delano,23,0,0,2,12,13,1,3,2,2,2,,,
6,64,Courtney Act,31,0,0,3,1,2,0,,,,,,,
6,64,Courtney Act,31,0,0,3,2,3,0,,1,,,,,
6,64,Courtney Act,31,0,0,3,3,4,0,1,1,,,,,
6,64,Courtney Act,31,0,0,3,4,5,0,1,1,,,,,
6,64,Courtney Act,31,0,0,3,5,6,0,1,1,,,,,
6,64,Courtney Act,31,0,0,3,6,7,0,1,1,1,,,,
6,64,Courtney Act,31,0,0,3,7,8,0,1,1,1,,,,
6,64,Courtney Act,31,0,0,3,8,9,0,2,1,1,,,,
6,64,Courtney Act,31,0,0,3,9,10,0,2,1,2,,,,
6,64,Courtney Act,31,0,0,3,10,11,0,2,1,3,,,,
6,64,Courtney Act,31,0,0,3,11,12,0,2,1,3,,,,
6,64,Courtney Act,31,0,0,3,12,13,1,2,1,3,,,,
6,65,Darienne Lake,41,0,1,4,1,2,0,,,,1,,,
6,65,Darienne Lake,41,0,1,4,2,3,0,1,,,1,,,
6,65,Darienne Lake,41,0,1,4,3,4,0,1,,1,1,,,
6,65,Darienne Lake,41,0,1,4,4,5,0,1,,1,1,,,
6,65,Darienne Lake,41,0,1,4,5,6,0,1,,2,1,,,
6,65,Darienne Lake,41,0,1,4,6,7,0,1,,2,2,,,
6,65,Darienne Lake,41,0,1,4,7,8,0,1,1,2,2,,,
6,65,Darienne Lake,41,0,1,4,8,9,0,1,1,2,2,,,
6,65,Darienne Lake,41,0,1,4,9,10,0,1,1,3,2,,,
6,65,Darienne Lake,41,0,1,4,10,11,0,1,1,3,3,,,
6,65,Darienne Lake,41,0,1,4,11,12,1,1,1,3,3,,,
6,66,BenDeLaCreme,31,0,0,5,0,1,0,1,,,,1,,1
6,66,BenDeLaCreme,31,0,0,5,2,3,0,1,1,,,1,,1
6,66,BenDeLaCreme,31,0,0,5,3,4,0,1,2,,,1,,1
6,66,BenDeLaCreme,31,0,0,5,4,5,0,2,2,,,1,,1
6,66,BenDeLaCreme,31,0,0,5,5,6,0,2,2,,,1,,1
6,66,BenDeLaCreme,31,0,0,5,6,7,0,2,2,,1,1,,1
6,66,BenDeLaCreme,31,0,0,5,7,8,0,2,2,1,1,1,,1
6,66,BenDeLaCreme,31,0,0,5,8,9,0,2,3,1,1,1,,1
6,66,BenDeLaCreme,31,0,0,5,9,10,0,2,4,1,1,1,,1
6,66,BenDeLaCreme,31,0,0,5,10,11,1,2,4,1,2,1,,1
6,67,Joslyn Fox,26,0,0,6,1,2,0,,,1,,,,
6,67,Joslyn Fox,26,0,0,6,2,3,0,,1,1,,,,
6,67,Joslyn Fox,26,0,0,6,3,4,0,,1,1,,,,
6,67,Joslyn Fox,26,0,0,6,4,5,0,,1,1,,,,
6,67,Joslyn Fox,26,0,0,6,5,6,0,,2,1,,,,
6,67,Joslyn Fox,26,0,0,6,6,7,0,,2,2,,,,
6,67,Joslyn Fox,26,0,0,6,7,8,0,,2,2,1,,,
6,67,Joslyn Fox,26,0,0,6,8,9,0,,2,3,1,,,
6,67,Joslyn Fox,26,0,0,6,9,10,1,,2,3,2,,,
6,68,Trinity K. Bonet,22,0,0,7,1,2,0,,1,,,,,
6,68,Trinity K. Bonet,22,0,0,7,2,3,0,,2,,,,,
6,68,Trinity K. Bonet,22,0,0,7,3,4,0,,2,,1,,,
6,68,Trinity K. Bonet,22,0,0,7,4,5,0,,2,,1,,,
6,68,Trinity K. Bonet,22,0,0,7,5,6,0,,2,,2,,,
6,68,Trinity K. Bonet,22,0,0,7,6,7,0,,3,,2,,,
6,68,Trinity K. Bonet,22,0,0,7,7,8,0,,4,,2,,,
6,68,Trinity K. Bonet,22,0,0,7,8,9,1,,4,,3,,,
6,69,Laganja Estranja,24,0,0,8,0,1,0,,,,,,,
6,69,Laganja Estranja,24,0,0,8,2,3,0,,,,,,,
6,69,Laganja Estranja,24,0,0,8,3,4,0,,,,,,,
6,69,Laganja Estranja,24,0,0,8,4,5,0,,,,1,,,
6,69,Laganja Estranja,24,0,0,8,5,6,0,,,,1,,,
6,69,Laganja Estranja,24,0,0,8,6,7,0,1,,,1,,,
6,69,Laganja Estranja,24,0,0,8,7,8,1,1,,,2,,,
6,70,Milk,25,0,0,9,1,2,0,,1,,,1,,
6,70,Milk,25,0,0,9,2,3,0,,2,,,1,,
6,70,Milk,25,0,0,9,3,4,0,,2,,,1,,
6,70,Milk,25,0,0,9,4,5,0,,2,1,,1,,
6,70,Milk,25,0,0,9,5,6,1,,2,1,1,1,,
6,71,Gia Gunn,23,0,0,10,0,1,0,,,,,,,
6,71,Gia Gunn,23,0,0,10,2,3,0,,,,,,,
6,71,Gia Gunn,23,0,0,10,3,4,0,,,,,,,
6,71,Gia Gunn,23,0,0,10,4,5,1,,,,1,,,
6,72,April Carrion,24,1,0,11,0,1,0,,1,,,,,
6,72,April Carrion,24,1,0,11,2,3,0,,1,,1,,,
6,72,April Carrion,24,1,0,11,3,4,1,,1,,2,,,
6,73,Vivacious,40,0,0,12,0,1,0,,,,1,,,
6,73,Vivacious,40,0,0,12,2,3,1,,,,2,,,
6,74,Magnolia Crawford,28,0,0,13,1,2,1,,,,1,1,,
6,75,Kelly Mantle,37,0,0,14,0,1,1,,,,1,,,
7,76,Voilet Chachki,22,0,0,1,0,1,0,1,,,,,,
7,76,Voilet Chachki,22,0,0,1,1,2,0,1,1,,,,,
7,76,Voilet Chachki,22,0,0,1,2,3,0,1,1,,,,,
7,76,Voilet Chachki,22,0,0,1,3,4,0,1,1,,,,,
7,76,Voilet Chachki,22,0,0,1,4,5,0,1,1,1,,,,
7,76,Voilet Chachki,22,0,0,1,5,6,0,1,1,1,,,,
7,76,Voilet Chachki,22,0,0,1,6,7,0,1,1,1,,,,
7,76,Voilet Chachki,22,0,0,1,7,8,0,1,1,1,,,,
7,76,Voilet Chachki,22,0,0,1,8,9,0,1,1,2,,,,
7,76,Voilet Chachki,22,0,0,1,9,10,0,2,1,2,,,,
7,76,Voilet Chachki,22,0,0,1,10,11,0,3,1,2,,,,
7,76,Voilet Chachki,22,0,0,1,11,12,0,3,1,2,,,,
7,76,Voilet Chachki,22,0,0,1,12,13,0,3,1,2,,,,
7,77,Ginger Minj,29,0,1,2,0,1,0,,,,,1,,1
7,77,Ginger Minj,29,0,1,2,1,2,0,1,,,,1,,1
7,77,Ginger Minj,29,0,1,2,2,3,0,1,1,,,1,,1
7,77,Ginger Minj,29,0,1,2,3,4,0,1,1,,,1,,1
7,77,Ginger Minj,29,0,1,2,4,5,0,1,1,,,1,,1
7,77,Ginger Minj,29,0,1,2,5,6,0,1,2,,,1,,1
7,77,Ginger Minj,29,0,1,2,6,7,0,2,2,,,1,,1
7,77,Ginger Minj,29,0,1,2,7,8,0,2,2,,,1,,1
7,77,Ginger Minj,29,0,1,2,8,9,0,3,2,,1,1,,1
7,77,Ginger Minj,29,0,1,2,9,10,0,3,2,,1,1,,1
7,77,Ginger Minj,29,0,1,2,10,11,0,3,3,,2,1,,1
7,77,Ginger Minj,29,0,1,2,11,12,0,3,3,,2,1,,1
7,77,Ginger Minj,29,0,1,2,12,13,1,3,3,,2,1,,1
7,78,Pearl,23,0,0,3,0,1,0,,,,,,,
7,78,Pearl,23,0,0,3,1,2,0,,,,,,,
7,78,Pearl,23,0,0,3,2,3,0,,,1,,,,
7,78,Pearl,23,0,0,3,3,4,0,,,1,1,,,
7,78,Pearl,23,0,0,3,4,5,0,1,,1,1,,,
7,78,Pearl,23,0,0,3,5,6,0,1,,1,1,,,
7,78,Pearl,23,0,0,3,6,7,0,1,,1,1,,,
7,78,Pearl,23,0,0,3,7,8,0,2,,1,1,,,
7,78,Pearl,23,0,0,3,8,9,0,2,,1,2,,,
7,78,Pearl,23,0,0,3,9,10,0,2,,1,2,,,
7,78,Pearl,23,0,0,3,10,11,0,2,,1,2,,,
7,78,Pearl,23,0,0,3,11,12,0,2,,1,2,,,
7,78,Pearl,23,0,0,3,12,13,1,2,,1,2,,,
7,79,Kennedy Davenport,33,0,0,4,0,1,0,,1,,,,1,1
7,79,Kennedy Davenport,33,0,0,4,1,2,0,,1,,,,1,1
7,79,Kennedy Davenport,33,0,0,4,2,3,0,,1,,1,,1,1
7,79,Kennedy Davenport,33,0,0,4,3,4,0,1,1,,1,,1,1
7,79,Kennedy Davenport,33,0,0,4,4,5,0,1,2,,1,,1,1
7,79,Kennedy Davenport,33,0,0,4,5,6,0,1,3,,1,,1,1
7,79,Kennedy Davenport,33,0,0,4,6,7,0,2,3,,1,,1,1
7,79,Kennedy Davenport,33,0,0,4,7,8,0,2,3,,1,,1,1
7,79,Kennedy Davenport,33,0,0,4,8,9,0,2,4,,1,,1,1
7,79,Kennedy Davenport,33,0,0,4,9,10,0,2,4,,1,,1,1
7,79,Kennedy Davenport,33,0,0,4,10,11,0,2,4,,2,,1,1
7,79,Kennedy Davenport,33,0,0,4,11,12,1,2,4,,2,,1,1
7,80,Katya,32,0,0,5,0,1,0,,,,,1,,
7,80,Katya,32,0,0,5,1,2,0,,,,1,1,,
7,80,Katya,32,0,0,5,2,3,0,,,,1,1,,
7,80,Katya,32,0,0,5,3,4,0,,1,,1,1,,
7,80,Katya,32,0,0,5,4,5,0,,1,,1,1,,
7,80,Katya,32,0,0,5,5,6,0,1,1,,1,1,,
7,80,Katya,32,0,0,5,6,7,0,1,2,,1,1,,
7,80,Katya,32,0,0,5,7,8,0,1,3,,1,1,,
7,80,Katya,32,0,0,5,8,9,0,1,4,,1,1,,
7,80,Katya,32,0,0,5,9,10,0,2,4,,1,1,,
7,80,Katya,32,0,0,5,10,11,1,2,4,,2,1,,
7,81,Trixie Mattel,24,0,0,6,0,1,0,,,,,1,,
7,81,Trixie Mattel,24,0,0,6,1,2,0,,,,,1,,
7,81,Trixie Mattel,24,0,0,6,2,3,0,,1,,,1,,
7,81,Trixie Mattel,24,0,0,6,3,4,1,,1,,1,1,,
7,81,Trixie Mattel,24,0,0,6,7,8,0,1,1,,1,1,,
7,81,Trixie Mattel,24,0,0,6,8,9,0,1,1,,1,1,,
7,81,Trixie Mattel,24,0,0,6,9,10,1,1,1,,2,1,,
7,82,Miss Fame,29,0,0,7,0,1,0,,1,,,,,
7,82,Miss Fame,29,0,0,7,1,2,0,,1,1,,,,
7,82,Miss Fame,29,0,0,7,2,3,0,,2,1,,,,
7,82,Miss Fame,29,0,0,7,3,4,0,,2,1,,,,
7,82,Miss Fame,29,0,0,7,4,5,0,,2,1,,,,
7,82,Miss Fame,29,0,0,7,5,6,0,,2,2,,,,
7,82,Miss Fame,29,0,0,7,6,7,0,,2,3,,,,
7,82,Miss Fame,29,0,0,7,7,8,0,,2,4,,,,
7,82,Miss Fame,29,0,0,7,8,9,1,,2,4,1,,,
7,83,Jaidynn Diore Fierce,25,0,1,8,0,1,0,,,,,,,
7,83,Jaidynn Diore Fierce,25,0,1,8,1,2,0,,,,,,,
7,83,Jaidynn Diore Fierce,25,0,1,8,2,3,0,,1,,,,,
7,83,Jaidynn Diore Fierce,25,0,1,8,3,4,0,,2,,,,,
7,83,Jaidynn Diore Fierce,25,0,1,8,4,5,0,,3,,,,,
7,83,Jaidynn Diore Fierce,25,0,1,8,5,6,0,,3,,1,,,
7,83,Jaidynn Diore Fierce,25,0,1,8,6,7,0,,3,,2,,,
7,83,Jaidynn Diore Fierce,25,0,1,8,7,8,1,,3,,3,,,
7,84,Max,22,0,0,9,0,1,0,,,,,,,
7,84,Max,22,0,0,9,1,2,0,,,,,,,
7,84,Max,22,0,0,9,2,3,0,1,,,,,,
7,84,Max,22,0,0,9,3,4,0,1,,,,,,
7,84,Max,22,0,0,9,4,5,0,2,,,,,,
7,84,Max,22,0,0,9,5,6,0,2,,,,,,
7,84,Max,22,0,0,9,6,7,1,2,,,1,,,
7,85,Kandy Ho,28,1,0,10,0,1,0,,,,1,,,
7,85,Kandy Ho,28,1,0,10,1,2,0,,,,1,,,
7,85,Kandy Ho,28,1,0,10,2,3,0,,,,1,,,
7,85,Kandy Ho,28,1,0,10,3,4,0,,,1,1,,,
7,85,Kandy Ho,28,1,0,10,4,5,0,,,1,1,,,
7,85,Kandy Ho,28,1,0,10,5,6,1,,,1,2,,,
7,86,Mrs. Kasha Davis,43,0,0,11,0,1,0,,,,,1,,
7,86,Mrs. Kasha Davis,43,0,0,11,1,2,0,,1,,,1,,
7,86,Mrs. Kasha Davis,43,0,0,11,2,3,0,,2,,,1,,
7,86,Mrs. Kasha Davis,43,0,0,11,3,4,0,,2,,,1,,
7,86,Mrs. Kasha Davis,43,0,0,11,4,5,1,,2,,1,1,,
7,87,Jasmine Masters,37,0,0,12,0,1,0,,,1,,,1,
7,87,Jasmine Masters,37,0,0,12,1,2,0,,,1,,,1,
7,87,Jasmine Masters,37,0,0,12,2,3,1,,,1,1,,1,
7,88,Sasha Belle,28,0,0,13,0,1,0,,,1,,,,
7,88,Sasha Belle,28,0,0,13,1,2,1,,,1,1,,,
7,89,Tempest DuJour,46,0,0,14,0,1,1,,,,1,1,,
8,90,Acid Betty,37,0,0,8,0,1,0,,1,,,,,
8,90,Acid Betty,37,0,0,8,1,2,0,,2,,,,,
8,90,Acid Betty,37,0,0,8,2,3,0,,3,,,,,
8,90,Acid Betty,37,0,0,8,3,4,0,,3,,,,,
8,90,Acid Betty,37,0,0,8,4,5,0,,3,,1,,,
8,91,Bob the Drag Queen,29,0,0,1,0,1,0,,,,,1,,
8,91,Bob the Drag Queen,29,0,0,1,1,2,0,,,,,1,,
8,91,Bob the Drag Queen,29,0,0,1,2,3,0,1,,,,1,,
8,91,Bob the Drag Queen,29,0,0,1,3,4,0,1,,,,1,,
8,91,Bob the Drag Queen,29,0,0,1,4,5,0,2,,,,1,,
8,91,Bob the Drag Queen,29,0,0,1,5,6,0,2,,1,,1,,
8,91,Bob the Drag Queen,29,0,0,1,6,7,0,3,,1,,1,,
8,91,Bob the Drag Queen,29,0,0,1,7,8,0,3,,1,1,1,,
8,91,Bob the Drag Queen,29,0,0,1,8,9,0,3,,1,1,1,,
8,91,Bob the Drag Queen,29,0,0,1,9,10,0,3,,1,1,1,,
8,92,Chi Chi DeVayne,29,0,0,4,0,1,0,,,,,,,
8,92,Chi Chi DeVayne,29,0,0,4,1,2,0,1,,,,,,
8,92,Chi Chi DeVayne,29,0,0,4,2,3,0,1,,,,,,
8,92,Chi Chi DeVayne,29,0,0,4,3,4,0,1,,,1,,,
8,92,Chi Chi DeVayne,29,0,0,4,4,5,0,1,,,1,,,
8,92,Chi Chi DeVayne,29,0,0,4,5,6,0,1,,1,1,,,
8,92,Chi Chi DeVayne,29,0,0,4,6,7,0,1,,1,2,,,
8,92,Chi Chi DeVayne,29,0,0,4,7,8,0,1,1,1,2,,,
8,92,Chi Chi DeVayne,29,0,0,4,8,9,0,1,1,1,2,,,
8,93,Cynthia Lee Fontaine,34,1,0,10,0,1,0,,,,,1,,
8,93,Cynthia Lee Fontaine,34,1,0,10,1,2,0,,,,,1,,
8,93,Cynthia Lee Fontaine,34,1,0,10,2,3,0,,,,1,1,,
8,94,Dax ExclamationPoint,31,0,0,11,0,1,0,,,,,1,,
8,94,Dax ExclamationPoint,31,0,0,11,1,2,0,,,,1,1,,
8,95,Derrick Barry,32,0,0,5,0,1,0,,1,,,,,
8,95,Derrick Barry,32,0,0,5,1,2,0,,1,,,,,
8,95,Derrick Barry,32,0,0,5,2,3,0,,1,1,,,,
8,95,Derrick Barry,32,0,0,5,3,4,0,,1,2,,,,
8,95,Derrick Barry,32,0,0,5,4,5,0,,2,2,,,,
8,95,Derrick Barry,32,0,0,5,5,6,0,,2,2,1,,,
8,95,Derrick Barry,32,0,0,5,6,7,0,1,2,2,1,,,
8,95,Derrick Barry,32,0,0,5,7,8,0,1,2,2,2,,,
8,96,Kim Chi,27,0,0,2,0,1,0,1,,,,1,,
8,96,Kim Chi,27,0,0,2,1,2,0,1,,1,,1,,
8,96,Kim Chi,27,0,0,2,2,3,0,1,,1,,1,,
8,96,Kim Chi,27,0,0,2,3,4,0,1,1,1,,1,,
8,96,Kim Chi,27,0,0,2,4,5,0,1,1,1,,1,,
8,96,Kim Chi,27,0,0,2,5,6,0,1,2,1,,1,,
8,96,Kim Chi,27,0,0,2,6,7,0,1,2,1,,1,,
8,96,Kim Chi,27,0,0,2,7,8,0,2,2,1,,1,,
8,96,Kim Chi,27,0,0,2,8,9,0,2,2,1,,1,,
8,96,Kim Chi,27,0,0,2,9,10,0,2,2,1,,1,,
8,97,Laila McQueen,22,0,0,11,0,1,0,,,,1,,,
8,97,Laila McQueen,22,0,0,11,1,2,0,,,,2,,,
8,98,Naomi Smalls,21,0,0,3,0,1,0,,,1,,,,
8,98,Naomi Smalls,21,0,0,3,1,2,0,,,1,,,,
8,98,Naomi Smalls,21,0,0,3,2,3,0,,,1,,,,
8,98,Naomi Smalls,21,0,0,3,3,4,0,,1,1,,,,
8,98,Naomi Smalls,21,0,0,3,4,5,0,,1,1,1,,,
8,98,Naomi Smalls,21,0,0,3,5,6,0,1,1,1,1,,,
8,98,Naomi Smalls,21,0,0,3,6,7,0,1,1,1,1,,,
8,98,Naomi Smalls,21,0,0,3,7,8,0,1,2,1,1,,,
8,98,Naomi Smalls,21,0,0,3,8,9,0,1,2,1,1,,,
8,98,Naomi Smalls,21,0,0,3,9,10,0,1,2,1,1,,,
8,99,Robbie Turner,33,0,0,7,0,1,0,,,1,,1,,
8,99,Robbie Turner,33,0,0,7,1,2,0,,,1,,1,,
8,99,Robbie Turner,33,0,0,7,2,3,0,,,1,1,1,,
8,99,Robbie Turner,33,0,0,7,3,4,0,1,,1,1,1,,
8,99,Robbie Turner,33,0,0,7,4,5,0,1,,2,1,1,,
8,99,Robbie Turner,33,0,0,7,5,6,0,1,,2,2,1,,
8,100,Thorgy Thor,31,0,0,6,0,1,0,,,,,1,,
8,100,Thorgy Thor,31,0,0,6,1,2,0,,1,,,1,,
8,100,Thorgy Thor,31,0,0,6,2,3,0,,2,,,1,,
8,100,Thorgy Thor,31,0,0,6,3,4,0,,2,,,1,,
8,100,Thorgy Thor,31,0,0,6,4,5,0,,3,1,,1,,
8,100,Thorgy Thor,31,0,0,6,5,6,0,,3,1,,1,,
8,100,Thorgy Thor,31,0,0,6,6,7,0,,3,1,1,1,,
8,101,Naysha Lopez,31,1,0,9,0,1,1,,,,1,,1,
8,101,Naysha Lopez,31,1,0,9,2,3,1,,,,1,,1,
8,101,Naysha Lopez,31,1,0,9,3,4,1,,,,2,,1,